Bragg	Gap
55480	5.05115
55080	5.08190
54680	5.10875
54280	5.13345
53880	5.16125
53480	5.19285
53080	5.21895
52680	5.24880
52280	5.27895
51880	5.30970
51480	5.34090
51080	5.37290
50680	5.40840
50280	5.43835
49880	5.47190
49480	5.50615
49080	5.53775
48680	5.57625
48280	5.60900
47880	5.65130
47480	5.68225
47080	5.71950
46680	5.75780
46280	5.79650
45880	5.83545
45480	5.87525
45080	5.92120
44680	5.95915
44280	6.00075
43880	6.04285
43480	6.08665
43080	6.13280
