Bragg	Gap
10.980	5.97550
10.960	5.98605
10.940	5.99975
10.920	6.01235
10.900	6.02075
10.880	6.02860
10.860	6.03925
10.840	6.05295
10.820	6.06395
10.800	6.07470
10.780	6.08885
10.760	6.09640
10.740	6.10740
10.720	6.11875
10.700	6.13260
10.680	6.14060
10.660	6.14890
10.640	6.16305
10.620	6.17435
10.600	6.18560
10.580	6.19675
10.560	6.20815
10.540	6.21950
10.520	6.23070
10.500	6.24235
10.480	6.25375
10.460	6.26515
10.440	6.27670
