Bragg	Gap
55500	5.02995
55100	5.05600
54700	5.07975
54300	5.11000
53900	5.13770
53500	5.16905
53100	5.19510
52700	5.22780
52300	5.25490
51900	5.28875
51500	5.31995
51100	5.35200
50700	5.38440
50300	5.41730
49900	5.45100
49500	5.48520
49100	5.52005
48700	5.55540
48300	5.59140
47900	5.62500
47500	5.66195
47100	5.69980
46700	5.73795
46300	5.77685
45900	5.81640
