Bragg	Gap
13.190	6.09695
13.120	6.12490
13.050	6.15550
12.980	6.18995
12.910	6.22475
12.840	6.25670
12.770	6.28610
12.700	6.32205
12.630	6.35205
12.560	6.38575
12.490	6.41675
12.420	6.45395
12.350	6.48545
12.280	6.52050
12.210	6.56170
12.140	6.59190
12.070	6.63000
12.000	6.66670
11.930	6.70600
11.860	6.74270
11.790	6.77965
11.720	6.81975
11.650	6.85760
11.580	6.89845
11.510	6.93385
11.440	6.96925
11.370	7.01130
11.300	7.04750
11.230	7.08695
11.160	7.12680
11.090	7.16805
