Bragg	Gap
18.750	7.71580
18.610	7.76220
18.470	7.81505
18.330	7.86270
18.190	7.92005
18.050	7.97175
17.910	8.02390
17.770	8.07600
17.630	8.13355
17.490	8.18890
17.350	8.24835
17.210	8.30550
17.070	8.36070
16.930	8.42225
16.790	8.48190
16.650	8.54255
16.510	8.60685
16.370	8.66610
16.230	8.73220
16.090	8.79600
