Bragg	Gap
70400	12.45480
69900	12.49135
69400	12.52760
68900	12.56610
68400	12.60645
67900	12.64910
67400	12.69380
66900	12.74090
66400	12.78985
65900	12.84100
65400	12.89420
64900	12.94955
64400	13.00715
63900	13.06685
63400	13.12845
62900	13.19235
62400	13.25835
61900	13.32345
61400	13.39670
60900	13.46950
60400	13.54380
59900	13.62060
59400	13.69645
58900	13.77415
58400	13.86020
57900	13.94530
57400	14.03285
