Bragg	Gap
16700	6.24215
16610	6.27430
16520	6.30800
16430	6.33925
16340	6.37095
16250	6.40605
16160	6.43855
16070	6.47155
15980	6.50455
15890	6.53815
15800	6.57205
15710	6.60640
15620	6.64100
15530	6.67595
15440	6.71140
15350	6.75015
15260	6.78330
15170	6.82275
15080	6.85970
14990	6.89710
14900	6.93160
14810	6.97165
