Bragg	Gap
56.000	4.99660
55.500	5.02815
55.000	5.06490
54.500	5.09915
54.000	5.13135
53.500	5.16750
53.000	5.20440
52.500	5.23910
52.000	5.28340
51.500	5.31655
51.000	5.35995
50.500	5.39760
50.000	5.44220
49.500	5.48160
49.000	5.52780
48.500	5.56880
48.000	5.61675
47.500	5.66235
47.000	5.70885
46.500	5.75905
46.000	5.80405
45.500	5.85420
45.000	5.90500
44.500	5.95700
44.000	6.01345
43.500	6.06510
43.000	6.12375
42.500	6.18100
42.000	6.23660
41.500	6.29950
41.000	6.36035
