Bragg	Gap
30500	8.06475
30150	8.13670
29800	8.21390
29450	8.29315
29100	8.36915
28750	8.45030
28400	8.53120
28050	8.62035
27700	8.70565
27350	8.79330
27000	8.88960
26650	8.98210
26300	9.08300
25950	9.18030
25600	9.28590
27700	8.69735
27350	8.78665
27000	8.87795
26650	8.97440
26300	9.07190
25950	9.17140
25600	9.27310
