Bragg	Gap
19.800	7.31940
19.700	7.35010
19.600	7.38080
19.500	7.41385
19.400	7.44415
19.300	7.48020
19.200	7.51020
19.100	7.54575
19.000	7.58125
18.900	7.61355
18.800	7.65235
18.700	7.68470
18.600	7.72355
18.500	7.75335
18.400	7.79580
18.300	7.82965
18.200	7.86385
18.100	7.90440
18.000	7.94065
17.900	7.97885
17.800	8.01730
17.700	8.05635
17.600	8.09560
