time SESO_x SESO_y
3735.191707562 19.218091883384545 20.675710110170126
3735.191707562 19.218091883384545 20.675710110170126
3735.204334812 19.245678703074116 22.839673621300506
3735.210645916 19.239145122861917 21.82617972333843
3735.21695702 19.06206459784674 20.710278284841486
3735.223268125 19.28423630913212 21.61603421803027
3735.229579229 19.147351477904596 21.952992390986246
3735.235895375 19.17099137602076 21.50999771044799
3735.235895375 19.17099137602076 21.50999771044799
3735.248517583 19.131556059746643 21.05819625638117
3735.254828687 19.225780507421216 20.73821013380127
3735.261144833 19.27961987397996 21.9427056433564
3735.267455937 19.262292841277976 22.37655902955749
3735.273767041 19.256770604596692 21.209339774557165
3735.280078145 19.197056725607236 21.194316176746632
3735.280078145 19.3181885616794 22.200676183320812
3735.292705395 19.18955672426747 21.38149779735683
3735.2990165 19.165906914384216 21.488344722854972
3735.305327604 19.27638572513288 21.488344722854972
3735.317949812 19.2459966561397 20.969236485231285
3735.324265958 19.306656459862904 22.247155433383206
3735.324265958 19.306656459862904 22.247155433383206
3735.336888166 19.085754159168534 20.563700466414485
3735.34319927 19.167012018234562 20.99615717891723
3735.34319927 19.1901252209228 21.757755800398602
3735.349510375 19.16473544080699 22.016987287658903
3735.362137625 19.238277903988678 22.029123682544412
3735.368448729 19.127448781217286 21.510804546134292
3735.368448729 19.127448781217286 21.510804546134292
3735.381075979 19.238321688553974 21.459816366097233
3735.387387083 19.24230330672748 22.54233181299886
3735.393698187 19.26927814732693 22.503466722978917
3735.400009291 19.175454142667256 20.781346920691185
3735.406320395 19.157385354050888 20.667763033533703
3735.412636541 19.21852593266606 22.123748862602366
3735.412636541 19.21852593266606 22.123748862602366
3735.42525875 19.19941315878569 21.909001993755407
3735.431569854 19.1699064074874 21.320715395399947
3735.437880958 19.064689423614997 21.129863831374742
3735.444197104 19.176546629732226 21.218504155124652
3735.450508208 19.31461227360647 22.63562510989977
3735.456819312 19.25353980714772 21.99426461626698
3735.456819312 19.25353980714772 21.99426461626698
3735.469446562 19.110567659700607 20.953794278938787
3735.475757666 19.287279500383477 22.401847996786092
3735.48206877 19.202768848626533 22.3073129748685
3735.494690979 19.19546193758228 21.547045612948192
3735.501007125 19.109699022107225 21.14344964042464
3735.501007125 19.109699022107225 21.14344964042464
3735.513629333 19.274629406340875 22.569792183842825
3735.519940437 19.270849053214043 21.526571089791958
