Bragg	Gap
56.100	4.98895
54.600	5.08730
53.100	5.19535
51.600	5.30980
50.100	5.43265
48.600	5.55780
47.100	5.70555
45.600	5.84625
44.100	6.00475
42.600	6.16860
41.100	6.34700
39.600	6.53740
38.100	6.73920
36.600	6.95780
35.100	7.19500
33.600	7.45130
32.100	7.72940
30.600	8.02860
29.100	8.36195
27.600	8.72105
26.100	9.12750
