Bragg	Gap
55500	5.05340
55100	5.07925
54700	5.10600
54300	5.13635
53900	5.16710
53500	5.18950
53100	5.22140
52700	5.24795
52300	5.28090
51900	5.30880
51500	5.34295
51100	5.37470
50700	5.40720
50300	5.43725
49900	5.47060
49500	5.50485
49100	5.53930
48700	5.57465
48300	5.61035
47900	5.64675
47500	5.68380
47100	5.71840
46700	5.75935
46300	5.79800
45900	5.83735
45500	5.88030
45100	5.91760
44700	5.96145
44300	6.00005
43900	6.04220
43500	6.08480
43100	6.13115
