Bragg	Gap
69.500	12.49465
69.450	12.48615
69.400	12.49305
69.350	12.49380
69.300	12.49755
69.250	12.50445
69.200	12.50515
69.150	12.50890
69.100	12.51300
69.050	12.51985
69.000	12.52375
68.950	12.52770
68.900	12.53145
68.850	12.53265
68.800	12.53655
68.750	12.54055
68.700	12.54745
68.650	12.55170
68.600	12.55285
68.550	12.55700
68.500	12.56100
68.450	12.56515
68.400	12.57220
68.350	12.57355
68.300	12.58070
68.250	12.58795
