time D7_x D7_y
1.10523653941083E7 18.829540685048997 21.777751418821513
1.10523654046133E7 18.149771194776683 24.118109113718333
1.10523654098658E7 18.912109115103128 27.227766688844532
1.10523654151182E7 17.882125497127706 22.48975950349108
1.10523654256232E7 19.099091947802034 24.62929821396356
1.10523654308757E7 18.02796741773858 24.074467461689473
1.10523654361282E7 17.9247819858762 23.344361790354604
1.10523654466331E7 18.81992872208888 22.937420903338424
1.10523654518856E7 18.997100263950333 21.320569537901036
1.10523654571381E7 18.295716827880263 22.110858572510878
1.1052365467643E7 17.962451464250666 24.562474220939
1.10523654728955E7 18.62647571677672 24.073978789697854
1.1052365478148E7 18.141886350322203 25.00921685124002
1.1052365488653E7 18.294080095331317 24.987232412648424
1.10523654939054E7 18.76723555358964 22.361691670659933
1.10523654991579E7 17.867156634193027 22.341500822065715
1.10523655096629E7 20.01070071628776 22.534350669573342
1.10523655149154E7 18.69978637607412 22.94417492406855
1.10523655254203E7 18.2513790913042 22.73668550031761
1.10523655306728E7 18.272043292792358 24.395183317051774
1.10523655411778E7 18.332646134220237 23.831666590733064
1.10523655464302E7 18.63168280406027 23.537116005284368
1.10523655516827E7 17.838853950038835 23.102014482222945
1.10523655569352E7 18.370927176326642 22.832714007341277
1.10523655674402E7 17.874483815578483 22.439356312704877
1.10523655726926E7 19.434943201616836 23.743410253934538
1.10523655831976E7 18.16894381109854 22.621500884750386
1.10523655884501E7 18.12202991195272 24.90094680979375
1.10523655937026E7 18.452599744096776 24.43779806909387
1.10523656042075E7 18.56003390018895 24.544806602200733
1.105236560946E7 18.24190613314136 22.742836002959585
1.1052365619965E7 18.365892714171338 24.950071532635945
1.10523656252174E7 18.498185246288003 22.15750648126326
1.10523656304699E7 17.367540358529126 21.88111207121206
1.10523656357224E7 18.44665796723213 22.34007539509932
1.10523656462274E7 18.31853403498016 24.632010081915563
1.10523656514798E7 18.157441411146998 25.07524411257898
1.10523656619848E7 18.486597531762637 24.78553018587586
1.10523656672373E7 18.601007985905525 24.617340823429174
1.10523656724898E7 17.987412214697766 22.396664158515176
1.10523656829947E7 18.46645633298968 23.301377519967208
1.10523656882472E7 18.310603448275863 22.83540948275862
1.10523656987522E7 18.878915990713406 22.108171630026657
1.10523657040046E7 18.562690435552184 23.586219103609583
1.10523657092571E7 18.268791102087654 22.371345363179532
1.10523657197621E7 17.861127757326713 24.494877721656252
1.10523657250146E7 18.58958383377372 24.249264352630316
1.1052365730267E7 18.48487894414824 23.993022171721584
1.1052365740772E7 18.362838915470494 24.626229399255713
1.10523657460245E7 17.85020908004779 23.287236160892075
1.1052365751277E7 17.991298743151788 22.560647404029453
1.10523657617819E7 18.921014388930963 21.173404015801214
1.10523657670344E7 19.214478667166436 22.516524706277707
1.10523657722869E7 17.701128546030766 22.891454482036973
1.10523657827918E7 17.745940032137852 23.730503606960923
1.10523657880443E7 18.15721801986215 24.01695159201036
1.10523657932968E7 17.94776807337156 24.829905162668005
1.10523658038018E7 18.733510007671384 23.32615942534347
1.10523658090542E7 18.12853378054624 23.56336847149018
1.10523658143067E7 18.02203378513721 20.98397542899112
1.10523658248117E7 18.55279694051967 24.067239704381404
1.10523658300642E7 18.577178209779607 23.051835706936696
1.10523658353166E7 18.125497386283843 22.549920678265845
1.10523658458216E7 18.295751087320173 26.536864335898294
1.10523658510741E7 18.223792323264398 23.92799587186917
1.10523658563266E7 18.24268237108704 24.53517720054685
1.10523658668315E7 18.006904384193827 25.59700389385636
1.1052365872084E7 18.700499072163762 22.647007295904842
1.10523658773365E7 18.006989630237694 23.904981630510846
1.10523658878414E7 19.61289301388589 22.190862651989352
1.10523658930939E7 19.587763755425648 23.386055147151065
1.10523658983464E7 18.206076798807008 22.65764881322232
1.10523659088514E7 18.83346522317445 25.808176047682387
1.10523659141038E7 18.0850357549834 24.388697131343825
1.10523659193563E7 17.77811877456523 24.839647534041305
1.10523659298613E7 18.178675629290616 23.443678489702517
1.10523659351138E7 17.78749680734386 24.570907014828947
1.10523659403662E7 18.483326790659184 25.425604117472393
1.10523659508712E7 18.04737319472546 23.338763692178887
1.10523659561237E7 17.954579362661146 23.4052134444246
1.10523659613762E7 18.85299801814444 23.651944068561118
1.10523659718811E7 17.935494852881575 22.254875577531003
1.10523659771336E7 17.84145791017829 23.837207552847364
1.10523659823861E7 18.03792489664676 25.66822175011484
1.10523659876386E7 18.68921092674444 25.128102754039315
1.10523659981435E7 17.645592187192765 22.785187127220293
1.1052366003396E7 18.523365625484935 22.888303886142456
1.1052366013901E7 18.664243902439026 22.54728048780488
1.10523660191534E7 18.43201357074443 22.31338495447569
1.10523660244059E7 18.340824139386267 25.51373063242298
1.10523660349109E7 17.903895186914056 24.396638292864708
1.10523660401634E7 18.76946729431157 25.006878734566435
1.10523660454158E7 17.9700424685312 25.64016174495654
1.10523660559208E7 18.340141965127238 24.063545593779452
1.10523660611733E7 18.161172714078376 22.17965747460087
