Bragg	Gap
58500	6.30705
58200	6.32655
57900	6.34640
57600	6.36350
57300	6.38685
57000	6.40770
56700	6.43185
56400	6.45000
56100	6.47465
55800	6.49330
55500	6.51550
55200	6.54100
54900	6.56355
54600	6.58360
54300	6.60965
54000	6.63330
53700	6.65425
53400	6.67815
53100	6.70255
52800	6.72715
52500	6.75135
52500	6.75365
52200	6.77780
51900	6.80515
51600	6.82980
51300	6.85725

