Bragg	Gap
70400	12.41200
69900	12.44950
69400	12.48910
68900	12.53365
68400	12.57740
67900	12.62615
67400	12.66815
66900	12.71805
66400	12.76400
65900	12.81820
65400	12.86840
64900	12.92355
64400	12.98110
63900	13.03465
63400	13.09630
62900	13.15715
62400	13.22005
61900	13.28505
61400	13.35510
60900	13.42725
60400	13.49540
59900	13.57470
59400	13.65020
58900	13.73065
58400	13.81355
57900	13.89785
57400	13.98780
56900	14.07615
56400	14.17365
55900	14.26745
