Bragg	Gap
55500	5.02590
55100	5.05445
54700	5.08100
54300	5.10810
53900	5.13575
53500	5.16695
53100	5.19275
52700	5.22545
52300	5.25240
51900	5.28280
51500	5.31405
51100	5.34580
50700	5.37805
50300	5.41395
49900	5.44740
49500	5.47850
49100	5.51630
48700	5.55130
48300	5.58420
47900	5.62345
47500	5.66040
47100	5.69795
46700	5.73310
46300	5.77480
45900	5.81695
