Bragg	Gap
9.599	6.79030
9.569	6.80715
9.539	6.82710
9.509	6.84725
9.479	6.86740
9.449	6.89055
9.419	6.90490
9.389	6.92535
9.359	6.95175
9.329	6.97225
9.299	6.98710
9.269	7.00790
9.239	7.02570
9.209	7.04970
9.179	7.07070
9.149	7.09490
9.119	7.11310
9.089	7.13755
9.059	7.15900
9.029	7.18045
8.999	7.20225
8.969	7.22670
8.939	7.24545
