Bragg	Gap
18.200	7.87075
18.070	7.91245
17.940	7.96385
17.810	8.01605
17.680	8.06595
17.550	8.11390
17.420	8.17130
17.290	8.21515
17.160	8.27215
17.030	8.33200
16.900	8.38610
16.770	8.43510
16.640	8.49350
16.510	8.55545
16.380	8.60990
16.250	8.66500
16.120	8.72695
15.990	8.78545
15.860	8.84690
15.730	8.90825
15.600	8.97350
15.470	9.03880
