Bragg	Gap
21.700	6.75690
21.520	6.80470
21.340	6.85595
21.160	6.90760
20.980	6.96005
20.800	7.01295
20.620	7.06635
20.440	7.12040
20.260	7.17470
20.080	7.23005
19.900	7.29165
19.720	7.34765
19.540	7.40145
19.360	7.46165
19.180	7.52180
19.000	7.58340
18.820	7.64010
18.640	7.71155
18.460	7.76730
18.280	7.84175
18.100	7.90575
