Bragg	Gap
17.190	6.04815
17.060	6.10020
16.930	6.14235
16.800	6.19770
16.670	6.24080
16.540	6.28485
16.410	6.33370
16.280	6.37765
16.150	6.42800
16.020	6.47645
15.890	6.52545
15.760	6.57500
15.630	6.57755
15.500	6.67675
15.370	6.72870
15.240	6.78135
15.110	6.83505
14.980	6.88625
14.850	6.94390
14.720	6.99385
14.590	7.04410
14.460	7.10445
14.330	7.16275
14.200	7.21550
14.070	7.27955
13.940	7.33720
13.810	7.40770
13.680	7.46430
13.550	7.52790
13.420	7.59255
13.290	7.65805
