Bragg	Gap
16.500	6.29200
16.390	6.33440
16.280	6.37095
16.170	6.41435
16.060	6.45505
15.950	6.49615
15.840	6.53510
15.730	6.57725
15.620	6.61980
15.510	6.66595
15.400	6.70975
15.290	6.75110
15.180	6.79880
15.070	6.84095
14.960	6.88965
14.850	6.93585
14.740	6.97945
14.630	7.02965
14.520	7.07450
14.410	7.12555
