Bragg	Gap
13100	6.14015
13030	6.16950
12960	6.20415
12890	6.23645
12820	6.26465
12750	6.30180
12680	6.33305
12610	6.36725
12540	6.40140
12470	6.43560
12400	6.46985
12330	6.50395
12260	6.53525
12190	6.57230
12120	6.60665
12050	6.64080
11980	6.67795
11910	6.71220
11840	6.74840
11770	6.78875
11700	6.82640
11630	6.86445
11560	6.89975
11490	6.93545
11420	6.97740
11350	7.01685
11280	7.05560
11210	7.09675
11140	7.14005
